ファイル名,業態,市内外,組み合わせbits,組み合わせID,組み合わせ名,採用媒体数,採用媒体一覧,媒体,Shapley準拠_接触者平均,接触率,接触者数,重み付き貢献度,広告予算配分_推奨(RAW比),広告予算配分_推奨(0%下限正規化%)
1m1,宅配ピザ・宅配寿司,名古屋市内,1,C0001,折込,1,折込,折込,0.144671754,0.377222693,891,128.9025328,100,100
1m1,宅配ピザ・宅配寿司,名古屋市内,10,C0002,ポスティング,1,ポスティング,ポスティング,-0.056299956,0.555461473,1312,-73.86554218,100,0
1m1,宅配ピザ・宅配寿司,名古屋市内,11,C0003,折込+ポスティング,2,"折込,ポスティング",折込,0.13679453,0.377222693,891,121.8839263,194.0018117,100
1m1,宅配ピザ・宅配寿司,名古屋市内,11,C0003,折込+ポスティング,2,"折込,ポスティング",ポスティング,-0.045013527,0.555461473,1312,-59.05774685,-94.00181166,0
1m1,宅配ピザ・宅配寿司,名古屋市内,100,C0004,フリーペーパー,1,フリーペーパー,フリーペーパー,0.308163989,0.125317528,296,91.21654066,100,100
1m1,宅配ピザ・宅配寿司,名古屋市内,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",折込,0.131197668,0.377222693,891,116.8971223,58.22518737,58.22518737
1m1,宅配ピザ・宅配寿司,名古屋市内,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",フリーペーパー,0.283345112,0.125317528,296,83.87015316,41.77481263,41.77481263
1m1,宅配ピザ・宅配寿司,名古屋市内,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",ポスティング,-0.068485818,0.555461473,1312,-89.85339304,-1156.422375,0
1m1,宅配ピザ・宅配寿司,名古屋市内,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",フリーペーパー,0.329808578,0.125317528,296,97.62333896,1256.422375,100
1m1,宅配ピザ・宅配寿司,名古屋市内,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",折込,0.120637094,0.377222693,891,107.4876504,88.66243579,54.37731562
1m1,宅配ピザ・宅配寿司,名古屋市内,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",ポスティング,-0.058260336,0.555461473,1312,-76.43756132,-63.05040948,0
1m1,宅配ピザ・宅配寿司,名古屋市内,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",フリーペーパー,0.304670166,0.125317528,296,90.18236911,74.38797369,45.62268438
1m1,宅配ピザ・宅配寿司,名古屋市内,1000,C0008,web,1,web,web,-0.00741981,0.188399661,445,-3.301815588,100,0
1m1,宅配ピザ・宅配寿司,名古屋市内,1001,C0009,折込+web,2,"折込,web",折込,0.144656826,0.377222693,891,128.8892318,97.9194918,97.9194918
1m1,宅配ピザ・宅配寿司,名古屋市内,1001,C0009,折込+web,2,"折込,web",web,0.006153992,0.188399661,445,2.738526303,2.080508201,2.080508201
1m1,宅配ピザ・宅配寿司,名古屋市内,1010,C0010,ポスティング+web,2,"ポスティング,web",ポスティング,-0.056551679,0.555461473,1312,-74.19580277,90.90610533,0
1m1,宅配ピザ・宅配寿司,名古屋市内,1010,C0010,ポスティング+web,2,"ポスティング,web",web,-0.016679238,0.188399661,445,-7.422260724,9.093894668,0
1m1,宅配ピザ・宅配寿司,名古屋市内,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",折込,0.136697957,0.377222693,891,121.7978794,193.5369366,100
1m1,宅配ピザ・宅配寿司,名古屋市内,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",ポスティング,-0.044731171,0.555461473,1312,-58.68729656,-93.25416544,0
1m1,宅配ピザ・宅配寿司,名古屋市内,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",web,-0.0003999,0.188399661,445,-0.177955307,-0.282771138,0
1m1,宅配ピザ・宅配寿司,名古屋市内,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",フリーペーパー,0.315732517,0.125317528,296,93.45682496,130.4351758,100
1m1,宅配ピザ・宅配寿司,名古屋市内,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",web,-0.049004064,0.188399661,445,-21.80680846,-30.43517578,0
1m1,宅配ピザ・宅配寿司,名古屋市内,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",折込,0.130584639,0.377222693,891,116.3509138,62.10573806,57.7456776
1m1,宅配ピザ・宅配寿司,名古屋市内,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",フリーペーパー,0.287627063,0.125317528,296,85.13761078,45.44471532,42.2543224
1m1,宅配ピザ・宅配寿司,名古屋市内,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",web,-0.031787113,0.188399661,445,-14.14526545,-7.550453385,0
1m1,宅配ピザ・宅配寿司,名古屋市内,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",ポスティング,-0.07059968,0.555461473,1312,-92.62678034,486.1351191,0
1m1,宅配ピザ・宅配寿司,名古屋市内,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",フリーペーパー,0.33981122,0.125317528,296,100.584121,-527.8978008,100
1m1,宅配ピザ・宅配寿司,名古屋市内,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",web,-0.060698992,0.188399661,445,-27.01105157,141.7626816,0
1m1,宅配ピザ・宅配寿司,名古屋市内,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",折込,0.118414991,0.377222693,891,105.5077573,105.584466,53.27051162
1m1,宅配ピザ・宅配寿司,名古屋市内,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",ポスティング,-0.059237605,0.555461473,1312,-77.71973729,-77.7762429,0
1m1,宅配ピザ・宅配寿司,名古屋市内,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",フリーペーパー,0.31267765,0.125317528,296,92.55258432,92.61987406,46.72948838
1m1,宅配ピザ・宅配寿司,名古屋市内,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",web,-0.045872485,0.188399661,445,-20.41325584,-20.42809717,0
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1,C0001,折込,1,折込,折込,0.127526653,0.322765073,621,79.19405182,100,100
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,10,C0002,ポスティング,1,ポスティング,ポスティング,-0.116641902,0.431912682,831,-96.9294206,100,0
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,11,C0003,折込+ポスティング,2,"折込,ポスティング",折込,0.108885181,0.322765073,621,67.61769767,-298.982145,100
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,11,C0003,折込+ポスティング,2,"折込,ポスティング",ポスティング,-0.108584432,0.431912682,831,-90.2336628,398.982145,0
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,100,C0004,フリーペーパー,1,フリーペーパー,フリーペーパー,0.394974006,0.093555094,180,71.09532112,100,100
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",折込,0.12164124,0.322765073,621,75.53921005,51.96075114,51.96075114
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",フリーペーパー,0.387990169,0.093555094,180,69.83823041,48.03924886,48.03924886
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",ポスティング,-0.134516554,0.431912682,831,-111.7832563,345.6742539,0
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",フリーペーパー,0.441363956,0.093555094,180,79.44551199,-245.6742539,100
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",折込,0.100832239,0.322765073,621,62.61682024,178.9058878,44.45300984
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",ポスティング,-0.127389691,0.431912682,831,-105.8608331,-302.4606847,0
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",フリーペーパー,0.434688213,0.093555094,180,78.24387843,223.5547969,55.54699016
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1000,C0008,web,1,web,web,0.365426219,0.12006237,231,84.41345663,100,100
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1001,C0009,折込+web,2,"折込,web",折込,0.162040837,0.322765073,621,100.6273599,51.93660324,51.93660324
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1001,C0009,折込+web,2,"折込,web",web,0.403129905,0.12006237,231,93.12300809,48.06339676,48.06339676
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1010,C0010,ポスティング+web,2,"ポスティング,web",ポスティング,-0.098372512,0.431912682,831,-81.74755729,1596.746141,0
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1010,C0010,ポスティング+web,2,"ポスティング,web",web,0.331722612,0.12006237,231,76.62792336,-1496.746141,100
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",折込,0.145575217,0.322765073,621,90.40220947,87.13483365,51.3008299
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",ポスティング,-0.087208167,0.431912682,831,-72.46998686,-69.85072916,0
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",web,0.371504633,0.12006237,231,85.81757031,82.71589551,48.6991701
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",フリーペーパー,0.385539999,0.093555094,180,69.39719988,45.64775617,45.64775617
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",web,0.357707471,0.12006237,231,82.63042581,54.35224383,54.35224383
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",折込,0.154488702,0.322765073,621,95.93748415,37.76664908,37.76664908
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",フリーペーパー,0.369150757,0.093555094,180,66.44713629,26.15750977,26.15750977
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",web,0.39672024,0.12006237,231,91.64237554,36.07584115,36.07584115
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",ポスティング,-0.11728733,0.431912682,831,-97.46577134,-182.7099092,0
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",フリーペーパー,0.42718735,0.093555094,180,76.89372292,144.145426,50.98704408
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",web,0.319985257,0.12006237,231,73.9165943,138.5644832,49.01295592
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",折込,0.134848929,0.322765073,621,83.7411846,55.14033071,34.77465458
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",ポスティング,-0.107029801,0.431912682,831,-88.94176461,-58.56471147,0
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",フリーペーパー,0.416434224,0.093555094,180,74.95816026,49.35704893,31.12738545
1m2,リサイクルショップ・中古品買取店（例：服・家具・家電などの持ち込み買取・査定）,名古屋市内,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",web,0.3554616,0.12006237,231,82.11162968,54.06733183,34.09795996
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1,C0001,折込,1,折込,折込,0.127052111,0.345692475,634,80.55103859,100,100
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,10,C0002,ポスティング,1,ポスティング,ポスティング,-0.209031154,0.350599782,643,-134.4070322,100,0
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,11,C0003,折込+ポスティング,2,"折込,ポスティング",折込,0.109372944,0.345692475,634,69.34244637,-112.2940523,100
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,11,C0003,折込+ポスティング,2,"折込,ポスティング",ポスティング,-0.203877481,0.350599782,643,-131.0932203,212.2940523,0
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,100,C0004,フリーペーパー,1,フリーペーパー,フリーペーパー,0.574924509,0.098691385,181,104.0613361,100,100
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",折込,0.115597079,0.345692475,634,73.28854797,41.66942526,41.66942526
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",フリーペーパー,0.566808413,0.098691385,181,102.5923227,58.33057474,58.33057474
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",ポスティング,-0.243120818,0.350599782,643,-156.3266862,384.9746906,0
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,110,C0006,ポスティング+フリーペーパー,2,"ポスティング,フリーペーパー",フリーペーパー,0.639335264,0.098691385,181,115.7196827,-284.9746906,100
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",折込,0.100100276,0.345692475,634,63.46357487,248.706973,35.5933212
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",ポスティング,-0.237611992,0.350599782,643,-152.7845107,-598.7461822,0
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,111,C0007,折込+ポスティング+フリーペーパー,3,"折込,ポスティング,フリーペーパー",フリーペーパー,0.634465992,0.098691385,181,114.8383445,450.0392092,64.4066788
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1000,C0008,web,1,web,web,0.428769959,0.117775354,216,92.61431106,100,100
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1001,C0009,折込+web,2,"折込,web",折込,0.183963411,0.345692475,634,116.6328026,53.10281739,53.10281739
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1001,C0009,折込+web,2,"折込,web",web,0.47686577,0.117775354,216,103.0030064,46.89718261,46.89718261
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1010,C0010,ポスティング+web,2,"ポスティング,web",ポスティング,-0.187617726,0.350599782,643,-120.6381981,332.9865595,0
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1010,C0010,ポスティング+web,2,"ポスティング,web",web,0.390782633,0.117775354,216,84.40904872,-232.9865595,100
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",折込,0.167057946,0.345692475,634,105.9147378,121.7070098,52.82866586
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",ポスティング,-0.176458622,0.350599782,643,-113.4628941,-130.3806235,0
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1011,C0011,折込+ポスティング+web,3,"折込,ポスティング,web",web,0.437835691,0.117775354,216,94.57250924,108.6736137,47.17133414
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",フリーペーパー,0.559490841,0.098691385,181,101.2678421,52.61846981,52.61846981
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1100,C0012,フリーペーパー+web,2,"フリーペーパー,web",web,0.422171268,0.117775354,216,91.18899384,47.38153019,47.38153019
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",折込,0.167881873,0.345692475,634,106.4371078,34.92706946,34.92706946
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",フリーペーパー,0.547331061,0.098691385,181,99.06692207,32.50856153,32.50856153
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1101,C0013,折込+フリーペーパー+web,3,"折込,フリーペーパー,web",web,0.459430511,0.117775354,216,99.23699034,32.56436901,32.56436901
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",ポスティング,-0.222916035,0.350599782,643,-143.3350104,-277.2564044,0
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",フリーペーパー,0.624365081,0.098691385,181,113.0100796,218.5981516,57.94418571
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1110,C0014,ポスティング+フリーペーパー+web,3,"ポスティング,フリーペーパー,web",web,0.379734112,0.117775354,216,82.02256813,158.6582528,42.05581429
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",折込,0.151684369,0.345692475,634,96.16788963,60.6476108,32.25751649
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",ポスティング,-0.217040771,0.350599782,643,-139.5572158,-88.01078759,0
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",フリーペーパー,0.620831404,0.098691385,181,112.3704841,70.86566432,37.69233948
1m3,金、プラチナなどの貴金属・宝飾品・ブランド時計買取店（査定のみも含む）,名古屋市内,1111,C0015,折込+ポスティング+フリーペーパー+web,4,"折込,ポスティング,フリーペーパー,web",web,0.414755319,0.117775354,216,89.58714897,56.49751247,30.05014403
1m4,ジム、フィットネスクラブ,名古屋市内,1,C0001,折込,1,折込,折込,0.035461505,0.300333704,540,19.14921295,100,100
1m4,ジム、フィットネスクラブ,名古屋市内,10,C0002,ポスティング,1,ポスティング,ポスティング,-0.234347154,0.329254727,592,-138.7335152,100,0
1m4,ジム、フィットネスクラブ,名古屋市内,11,C0003,折込+ポスティング,2,"折込,ポスティング",折込,0.020133347,0.300333704,540,10.8720075,-8.473817899,100
1m4,ジム、フィットネスクラブ,名古屋市内,11,C0003,折込+ポスティング,2,"折込,ポスティング",ポスティング,-0.235089827,0.329254727,592,-139.1731774,108.4738179,0
1m4,ジム、フィットネスクラブ,名古屋市内,100,C0004,フリーペーパー,1,フリーペーパー,フリーペーパー,0.207394938,0.104004449,187,38.78285333,100,100
1m4,ジム、フィットネスクラブ,名古屋市内,101,C0005,折込+フリーペーパー,2,"折込,フリーペーパー",折込,0.03268982,0.300333704,540,17.65250284,31.45544805,31.45544805
